filename,store,date,total,items,raw_text
X51005433514.jpg,Avr,,8.20,$7.40 1 $7.40 | $140 1 $1.10 | GST @o%: $0.48 | CASH $8.20 | Change $0.00,"Avr

UNIHAKKA INTERNATIONAL.SDN BHD
03 Mar 2018 18:22
(867388-U)
12, Jalan Tampoi 7/4,Kawasan Perindustrian
Tampoi,81200 Johor Bahru, Johor

TAX INVOICE
Invoice #: OF18030302170430
item Qty Total
SR 100700000035- Meat +a Vege 7
$7.40 1 $7.40
SR 100100000015- Vegetable
$140 1 $1.10

Total Amount: $8.20
GST @o%: $0.48

Neti Total: $8.20

Payment Made Amount
CASH $8.20
Change $0.00
‘Suremary Aro) Taxis)

eae

GST REG #000856 195584
BAR WANG RICE@PERMAS JAYA
(Price Inclusive Of GST)
Thank You & Corne Again!

Like and Follow Us on Facebook!
Faceback.comBarWangRice
"
X51005433518.jpg,UNIHAKKA INTERNATIONAL SDN BHD,,8.20,1 $7.40 | GST @6%: $0.46 | CASH 98.20 | Change $0.00,"UNIHAKKA INTERNATIONAL SDN BHD
(07 Mar 2018 18:22

(867388.U)
12, Jalan Tampoi 2/4 Kawasan Perindustrian
Tarpoi 81200 Johor Bahru, Johor

TAX INVOICE
Invoice # : OR18030702170417
ay Total
0035-1 Meat +3 Vege
1 $7.40
‘SR 100100000015- Vegetable
sito 1 st.10

Total Amount: $8.20
GST @6%: $0.46
Nett Total: $8.20

Payment Mode Amount

CASH 98.20

Change $0.00

SST Summay Amounts) Taxa)

R= OST @64 TH 046
GST REG #o00eSE1955¢4

BAR WANG RICE@PERMAS JAYA
(Price Inclusive Of GST)
‘Thank You & Come Again!

Like and Follow Us on Facebook!
Facebook com/BaiWangRice
"
X51005433518.jpg,UNIHAKKA INTERNATIONAL SDN BHD,,8.20,1 $7.40 | GST @6%: $0.46 | CASH 98.20 | Change $0.00,"UNIHAKKA INTERNATIONAL SDN BHD
(07 Mar 2018 18:22

(867388.U)
12, Jalan Tampoi 2/4 Kawasan Perindustrian
Tarpoi 81200 Johor Bahru, Johor

TAX INVOICE
Invoice # : OR18030702170417
ay Total
0035-1 Meat +3 Vege
1 $7.40
‘SR 100100000015- Vegetable
sito 1 st.10

Total Amount: $8.20
GST @6%: $0.46
Nett Total: $8.20

Payment Mode Amount

CASH 98.20

Change $0.00

SST Summay Amounts) Taxa)

R= OST @64 TH 046
GST REG #o00eSE1955¢4

BAR WANG RICE@PERMAS JAYA
(Price Inclusive Of GST)
‘Thank You & Come Again!

Like and Follow Us on Facebook!
Facebook com/BaiWangRice
"
X51005433522.jpg,03030,,8.20,$7.10 1 $7.10 | $1.10 1 $1.10 | GST @8%: $0.48 | CASH $8.20 | Change $0.00,"03030

UNIHAKKA INTERNATIONAL SDN BHD
10 Mar 2018 18:24
(867388-U)
12, Jalan Tampoi 7/4,Kawasan Perindustrian
‘Tampoi.81200 Johor Bahru, Johor

TAX INVOICE
Invoice # : OR18031002160274
item ay Total
SR 100700000035. 1 Meat +3 Vege
$7.10 1 $7.10
‘SR 100100000015- Vegetable
$1.10 1 $1.10
Total Amount: $8.26
GST @8%: $0.48
Nett Total: $8.20
Payment Made Amount
CASH $8.20
Change $0.00
SST Summary Amount$) Taxls)
774 a
GST REG #000656195584

BAR WANG RICE @PERMAS JAYA
(Price Inclusive Ot BST)
Thank You & Come Again!

Like and Follow Us on Facebook!
Facebook.com/BarWangRice
"
X51005433522.jpg,03030,,8.20,$7.10 1 $7.10 | $1.10 1 $1.10 | GST @8%: $0.48 | CASH $8.20 | Change $0.00,"03030

UNIHAKKA INTERNATIONAL SDN BHD
10 Mar 2018 18:24
(867388-U)
12, Jalan Tampoi 7/4,Kawasan Perindustrian
‘Tampoi.81200 Johor Bahru, Johor

TAX INVOICE
Invoice # : OR18031002160274
item ay Total
SR 100700000035. 1 Meat +3 Vege
$7.10 1 $7.10
‘SR 100100000015- Vegetable
$1.10 1 $1.10
Total Amount: $8.26
GST @8%: $0.48
Nett Total: $8.20
Payment Made Amount
CASH $8.20
Change $0.00
SST Summary Amount$) Taxls)
774 a
GST REG #000656195584

BAR WANG RICE @PERMAS JAYA
(Price Inclusive Ot BST)
Thank You & Come Again!

Like and Follow Us on Facebook!
Facebook.com/BarWangRice
"
X51005433533.jpg,A030,09/08/2018,,"2547 A 1801 1 35.00 36.00 | 40187 qaigel 2 6.60 41.00 | 3879 Gath 6 4,00 5.00 | ssssosego0egs Gage! 2 8.00 16.00 | (Excluded GST) Sub Total (RM) 313.50 | Total GST (RM) 18.84 | Total (RM): 332.30 | GASH : 332.30 | Change (RM) : 0.00","A030

PERNIAGAAN ZHENG Hii
JM0325955-V
NO.59 JALAN PERMAS 9/6
BANDAR BARU PERMAS JAYA
81750 JOHOR BAHRU
TEL: 07-386 7524 FAX: 07-386 3793
GST NO : 000800589824

SIMPLIFIED TAX INVOICE

GOGIANT ENGINEERING (M) SDN BHD

Salesperson: Data: 09/08/2018
Cashier USER 00

RY
tom Qty _RSP__ Amount

“40273 GA iol 1 170.00 170.0

SR: 14"" TRU-GUT CUTTING DISC (1 PC}

2547 A 1801 1 35.00 36.00
SR: KOBELCO G-12K(2.6NM) WELDING

Ris” GAiged 2 760 180¢
SR: C$ 3"" (750) PAINT BRUSH

40187 qaigel 2 6.60 41.00
SR: C5 2"" (760) PAINT BRUSH

42134 eget 1 3.60 3.6C

SR: CS 1-1/2"" (750) PAINT BRUSH
9656752616725 G@pigol i 26.002
§R: 2"" LAMBWOOL YANDA ROLLER REFIL - 20 P¢

2228 Grigol 1 6.00 6.0C
SR: DIAMOND COTTON GLOVE 3104

3879 Gath 6 4,00 5.00
SR: 10# WELDING GLASS (BLACK) 1PCS

3680 Gago! 10 0.30 3.0C

SR: WELDING GLASS (CLEAR) 1 PC
ssssosego0egs Gage! 2 8.00 16.00
SR AEC BROOM NO.5710# CAV IRON HANDLE

Boi 2 1200 2400

(Excluded GST) Sub Total (RM) 313.50
Discount (RM) + goo
Total GST (RM) 18.84

Rounding (RM) =
Total (RM): 332.30
GASH : 332.30

Change (RM) : 0.00

GST SUMMARY
Tax Gode JA, Amount GST
SR 163
_— Total: “348.50 81

GOODS SOLD ARE NOT RETURNABLE.
THANK YOU
"
X51005433533.jpg,A030,09/08/2018,,"2547 A 1801 1 35.00 36.00 | 40187 qaigel 2 6.60 41.00 | 3879 Gath 6 4,00 5.00 | ssssosego0egs Gage! 2 8.00 16.00 | (Excluded GST) Sub Total (RM) 313.50 | Total GST (RM) 18.84 | Total (RM): 332.30 | GASH : 332.30 | Change (RM) : 0.00","A030

PERNIAGAAN ZHENG Hii
JM0325955-V
NO.59 JALAN PERMAS 9/6
BANDAR BARU PERMAS JAYA
81750 JOHOR BAHRU
TEL: 07-386 7524 FAX: 07-386 3793
GST NO : 000800589824

SIMPLIFIED TAX INVOICE

GOGIANT ENGINEERING (M) SDN BHD

Salesperson: Data: 09/08/2018
Cashier USER 00

RY
tom Qty _RSP__ Amount

“40273 GA iol 1 170.00 170.0

SR: 14"" TRU-GUT CUTTING DISC (1 PC}

2547 A 1801 1 35.00 36.00
SR: KOBELCO G-12K(2.6NM) WELDING

Ris” GAiged 2 760 180¢
SR: C$ 3"" (750) PAINT BRUSH

40187 qaigel 2 6.60 41.00
SR: C5 2"" (760) PAINT BRUSH

42134 eget 1 3.60 3.6C

SR: CS 1-1/2"" (750) PAINT BRUSH
9656752616725 G@pigol i 26.002
§R: 2"" LAMBWOOL YANDA ROLLER REFIL - 20 P¢

2228 Grigol 1 6.00 6.0C
SR: DIAMOND COTTON GLOVE 3104

3879 Gath 6 4,00 5.00
SR: 10# WELDING GLASS (BLACK) 1PCS

3680 Gago! 10 0.30 3.0C

SR: WELDING GLASS (CLEAR) 1 PC
ssssosego0egs Gage! 2 8.00 16.00
SR AEC BROOM NO.5710# CAV IRON HANDLE

Boi 2 1200 2400

(Excluded GST) Sub Total (RM) 313.50
Discount (RM) + goo
Total GST (RM) 18.84

Rounding (RM) =
Total (RM): 332.30
GASH : 332.30

Change (RM) : 0.00

GST SUMMARY
Tax Gode JA, Amount GST
SR 163
_— Total: “348.50 81

GOODS SOLD ARE NOT RETURNABLE.
THANK YOU
"
X51005433538.jpg,UNIHAKKA INTERNATIONAL SDN BHD,,2.20,87.10 1 $7.10 | st40 1 $1.10 | GST @6%: $0.46 | CASH $3.20 | Change $0.00,"UNIHAKKA INTERNATIONAL SDN BHD
12 Mar 2018 18:19
(867988-U)
42, Jalan Tampol 7/4,Kawasan Perindustrlan
Tampoi,81200 Johor Bahru,Johor

TAXINVOICE
Invoice # : OR46034202170432
Item aly Total
SR 160100000035- 1 Meat +3 Vege ~
87.10 1 $7.10
SR 100100000015- Vegetable
st40 1 $1.10

Total Amount: $8.20
GST @6%: $0.46
Nett Total: $2.20

Payment Mode Amount

CASH $3.20

Change $0.00

asTsunmay Amour) Taxis)

SR= GST GFE 774 048
GST REG #000656195584

BAR WANG RICE@PERMAS JAYA
(Price Inclusive Of GST)
Thank You & Come Again!

Like and Follow Us on Facebook!
Facebook.com/BarWangRice
"
X51005433538.jpg,UNIHAKKA INTERNATIONAL SDN BHD,,2.20,87.10 1 $7.10 | st40 1 $1.10 | GST @6%: $0.46 | CASH $3.20 | Change $0.00,"UNIHAKKA INTERNATIONAL SDN BHD
12 Mar 2018 18:19
(867988-U)
42, Jalan Tampol 7/4,Kawasan Perindustrlan
Tampoi,81200 Johor Bahru,Johor

TAXINVOICE
Invoice # : OR46034202170432
Item aly Total
SR 160100000035- 1 Meat +3 Vege ~
87.10 1 $7.10
SR 100100000015- Vegetable
st40 1 $1.10

Total Amount: $8.20
GST @6%: $0.46
Nett Total: $2.20

Payment Mode Amount

CASH $3.20

Change $0.00

asTsunmay Amour) Taxis)

SR= GST GFE 774 048
GST REG #000656195584

BAR WANG RICE@PERMAS JAYA
(Price Inclusive Of GST)
Thank You & Come Again!

Like and Follow Us on Facebook!
Facebook.com/BarWangRice
"
X51005433541.jpg,UNIHAKKA INTERNATIONAL SDN BHD.,,8.20,$2.70 1 $2.70 | GST @b%: $0.46,"UNIHAKKA INTERNATIONAL SDN BHD.
14 Mar 2018 18:40
(867388-U))
42, Jalan Tampoi 7/4,Kawasan Perindustrian
Tampoi,81200 Johor Bahru Johor

TAX INVOICE
Invoice #: OR18031402160311

tte ay Total
“SR [ota

$5.50 1

SR 1001 00000006- Pork

$2.70 1 $2.70

Total Amount: $8.20
GST @b%: $0.46
Nett Total: $8.20

__Amount(s)

GST REG #000856195584
BAR WANG RICE@PERMAS JAYA
(Price Inclusive Of GST)
Thank You & Came Again!

Like and Follow Us on Facebook!
Facebook comBanWangRice
"
X51005433541.jpg,UNIHAKKA INTERNATIONAL SDN BHD.,,8.20,$2.70 1 $2.70 | GST @b%: $0.46,"UNIHAKKA INTERNATIONAL SDN BHD.
14 Mar 2018 18:40
(867388-U))
42, Jalan Tampoi 7/4,Kawasan Perindustrian
Tampoi,81200 Johor Bahru Johor

TAX INVOICE
Invoice #: OR18031402160311

tte ay Total
“SR [ota

$5.50 1

SR 1001 00000006- Pork

$2.70 1 $2.70

Total Amount: $8.20
GST @b%: $0.46
Nett Total: $8.20

__Amount(s)

GST REG #000856195584
BAR WANG RICE@PERMAS JAYA
(Price Inclusive Of GST)
Thank You & Came Again!

Like and Follow Us on Facebook!
Facebook comBanWangRice
"
X51005433543.jpg,2b,,8.20,s7.40 1 $7.10 | 54.10 1 $1.10 | GST @srs: $0.46 | CASH $2.20 | Change $0.00,"2b

fal
OSs

UNIHAKKA INTERNATIONAL SDN BHD.
19 Mar 2018 18:35

(867386-U)
42, Jalan Tampoi 7/4,Kawasan Perindustrian
Tampoi.81200 Johor Bahru, Johor

TAX INVOICE

Invoice # : OR 1809302170441

tem ay Total
SR 100100000035- | Meat +3 Vege

s7.40 1 $7.10
‘SR 100100000045- Vegetable

54.10 1 $1.10

Total Amount: $8.20
GST @srs: $0.46
Nett Total: $8.20

Payment Mode Amount
CASH $2.20
Change $0.00
_ Aarau) Tax(9)
TH ose

GST REG #0008561 95564

BAR WANG RICE@PERMAS JAYA
(Price inclusive Of GST)
Thank You & Come Again!
Like and Follow Us on Facebook!
Facebook.comBaWangRice
"
X51005433543.jpg,2b,,8.20,s7.40 1 $7.10 | 54.10 1 $1.10 | GST @srs: $0.46 | CASH $2.20 | Change $0.00,"2b

fal
OSs

UNIHAKKA INTERNATIONAL SDN BHD.
19 Mar 2018 18:35

(867386-U)
42, Jalan Tampoi 7/4,Kawasan Perindustrian
Tampoi.81200 Johor Bahru, Johor

TAX INVOICE

Invoice # : OR 1809302170441

tem ay Total
SR 100100000035- | Meat +3 Vege

s7.40 1 $7.10
‘SR 100100000045- Vegetable

54.10 1 $1.10

Total Amount: $8.20
GST @srs: $0.46
Nett Total: $8.20

Payment Mode Amount
CASH $2.20
Change $0.00
_ Aarau) Tax(9)
TH ose

GST REG #0008561 95564

BAR WANG RICE@PERMAS JAYA
(Price inclusive Of GST)
Thank You & Come Again!
Like and Follow Us on Facebook!
Facebook.comBaWangRice
"
X51005433548.jpg,PASAR MINI JIW SENG,,,93.80 | TLiRH 33.80 | ZR. (804) 20.20 0.00,"PASAR MINI JIW SENG
379, JALAN PERMAS SATU,
BANDAR BARU PERNAS JAYA
61750 PLENTONG, JOHOR.

TEL ; 073874904

(CO. NO, JMO195368~D)

(GST NO. 990180511818)

1 VEGETABLES 76.00 ZRL
| TELUR / TELUR NASIN 2.40 RL
1 VEGETABLES 1.80 ZRL
1 GL Sie PORK 2566 6.80 SR

i 256 0. SR

5
93.80

TLiRH 33.80
O07

AOHIER

ast “Suanary Amount (RH) Tax(RH)
aR (eG) 13.60 QT?
ZR. (804) 20.20 0.00

Thank you
Please come again

GOONS SOLD ARE NOT REFUNDABLE
"
X51005433548.jpg,PASAR MINI JIW SENG,,,93.80 | TLiRH 33.80 | ZR. (804) 20.20 0.00,"PASAR MINI JIW SENG
379, JALAN PERMAS SATU,
BANDAR BARU PERNAS JAYA
61750 PLENTONG, JOHOR.

TEL ; 073874904

(CO. NO, JMO195368~D)

(GST NO. 990180511818)

1 VEGETABLES 76.00 ZRL
| TELUR / TELUR NASIN 2.40 RL
1 VEGETABLES 1.80 ZRL
1 GL Sie PORK 2566 6.80 SR

i 256 0. SR

5
93.80

TLiRH 33.80
O07

AOHIER

ast “Suanary Amount (RH) Tax(RH)
aR (eG) 13.60 QT?
ZR. (804) 20.20 0.00

Thank you
Please come again

GOONS SOLD ARE NOT REFUNDABLE
"
X51005433552.jpg,WARAKUYA PERMAS CITY SON BHD,19/03/2018,"49,",3 SABA SHID 63.70 | 1 SALMON SHIO SET ' 21.90 | 4 iCED GREEN TEA . 4.00,"WARAKUYA PERMAS CITY SON BHD

Reg No: 1202194-W
JALAN PERMAS UTARA |
PERMAS JAYA 81750 MASAI JOHOR

Tel: 0111-888 0000

: 0016 6893 5104 |

TAXINVOIGENO 7 42 7
ee244 |
Date: 19/03/2018 5:41:08 PAX NO: 4

Cashier: cas
Waiter: HANYIN

Qty Coded: Total RM
3 SABA SHID 63.70
1 SALMON SHIO SET ' 21.90
4 iCED GREEN TEA . 4.00

DISCOUNT ~ 30. 00

Total Amount 49, 60

Serv Charge 10% 4, i
OST 6 6%

Rounding Adj :

Total Anount:

TOTAL:

Type 3

ST Summary Amount Ril
SR OH 34. 6

"
X51005433552.jpg,WARAKUYA PERMAS CITY SON BHD,19/03/2018,"49,",3 SABA SHID 63.70 | 1 SALMON SHIO SET ' 21.90 | 4 iCED GREEN TEA . 4.00,"WARAKUYA PERMAS CITY SON BHD

Reg No: 1202194-W
JALAN PERMAS UTARA |
PERMAS JAYA 81750 MASAI JOHOR

Tel: 0111-888 0000

: 0016 6893 5104 |

TAXINVOIGENO 7 42 7
ee244 |
Date: 19/03/2018 5:41:08 PAX NO: 4

Cashier: cas
Waiter: HANYIN

Qty Coded: Total RM
3 SABA SHID 63.70
1 SALMON SHIO SET ' 21.90
4 iCED GREEN TEA . 4.00

DISCOUNT ~ 30. 00

Total Amount 49, 60

Serv Charge 10% 4, i
OST 6 6%

Rounding Adj :

Total Anount:

TOTAL:

Type 3

ST Summary Amount Ril
SR OH 34. 6

"
X51005433553.jpg,YHM Aeon Tebrau City,11/0/2018,,TOTAL :MYR 13.10 | SR 6 1° 36 0.74,"YHM Aeon Tebrau City
S117, Second Floor,
Aeon Tebrau City,

1, Jalan Desa Tebrau,
Taman Desa Tebrau,
81100 Johor Bahru, Johor.
002105827328

* TAX INVOICE *

Order No. 1000219 11/0/2018 06:20 PH

Receipt No. :G03-1220615 Pax: 1
fashier sCashier

Eat In

Green Tea

FG-H00001 A 9.80 8.80 SR

Kake Udon R

FG-HODIO 1 2.80 2.80 SR
T

Total
TOTAL :MYR 13.10
Total Excluded Tax : 42.3

Payment Details
Cash
Cash Chenge

Tax Sunimary

Tax Code % Amount (MYR) Tax(HYR)

SR 6 1° 36 0.74

abe Thank You ss
Please Come Again.

"
X51005433553.jpg,YHM Aeon Tebrau City,11/0/2018,,TOTAL :MYR 13.10 | SR 6 1° 36 0.74,"YHM Aeon Tebrau City
S117, Second Floor,
Aeon Tebrau City,

1, Jalan Desa Tebrau,
Taman Desa Tebrau,
81100 Johor Bahru, Johor.
002105827328

* TAX INVOICE *

Order No. 1000219 11/0/2018 06:20 PH

Receipt No. :G03-1220615 Pax: 1
fashier sCashier

Eat In

Green Tea

FG-H00001 A 9.80 8.80 SR

Kake Udon R

FG-HODIO 1 2.80 2.80 SR
T

Total
TOTAL :MYR 13.10
Total Excluded Tax : 42.3

Payment Details
Cash
Cash Chenge

Tax Sunimary

Tax Code % Amount (MYR) Tax(HYR)

SR 6 1° 36 0.74

abe Thank You ss
Please Come Again.

"
X51005433556.jpg,YHM Aeon Tebrau City,11/03/2018,,Total Excluded Tax i 46.90 | : 2.80 | Cash 59.00 | Cash Change 0.30 | 6 46.96,"YHM Aeon Tebrau City
3117, Second Floor,
Aeon Tebrau City,

1, Jalan Desa Tebrau,
Taman Oesa Tebrau,
81100 Johor Bahru, Johor.
002105827328

* TAX INVOICE *

Order No. 1000249 11/03/2018 07:09 PH

Receipt Mo. :003-1220845 Pax: 1
Cashier — :Cashiar
Eat in

FG-A00019 1 1.50 1.50 SR
Green Tea

FG-¥08030 1 12.80 12.80 SR
Yakiniku Bowl &

FO-¥OO183 z 15,80 31.60 SR
Negi Tama Beef Bow? R

FG-¥00102 1 3.60 3.80 SR
Niso/Nakane+Green Tea
FG-Y00264 1 0.50 0.00 sR
Miso Soup

TOTAL «MYR 49,70

Total Excluded Tax i 46.90
: 2.80

Payment Details

Cash 59.00

Cash Change 0.30

Tax Summary

Jax Code % Amount (MYR) Tax(H¥R)

6 46.96

weet Thank You sere
Please Come Again

"
X51005433556.jpg,YHM Aeon Tebrau City,11/03/2018,,Total Excluded Tax i 46.90 | : 2.80 | Cash 59.00 | Cash Change 0.30 | 6 46.96,"YHM Aeon Tebrau City
3117, Second Floor,
Aeon Tebrau City,

1, Jalan Desa Tebrau,
Taman Oesa Tebrau,
81100 Johor Bahru, Johor.
002105827328

* TAX INVOICE *

Order No. 1000249 11/03/2018 07:09 PH

Receipt Mo. :003-1220845 Pax: 1
Cashier — :Cashiar
Eat in

FG-A00019 1 1.50 1.50 SR
Green Tea

FG-¥08030 1 12.80 12.80 SR
Yakiniku Bowl &

FO-¥OO183 z 15,80 31.60 SR
Negi Tama Beef Bow? R

FG-¥00102 1 3.60 3.80 SR
Niso/Nakane+Green Tea
FG-Y00264 1 0.50 0.00 sR
Miso Soup

TOTAL «MYR 49,70

Total Excluded Tax i 46.90
: 2.80

Payment Details

Cash 59.00

Cash Change 0.30

Tax Summary

Jax Code % Amount (MYR) Tax(H¥R)

6 46.96

weet Thank You sere
Please Come Again

"
X51005441398.jpg,BREWERY TAF,30/03/2018,189.75,GST 26%: 1.74 | SR:GST 6% 179.0% 16.74,"BREWERY TAF
Owner by Castle Blue S/B
(1835683-T}

GST Na : @82198047260
fvtivo Plaza,Lot B-F-11, Block B
Nelwdalan PU 9/1,D’sara Avevue

Bandar Sri Disara, S2006 KL
TEL: +603-62529219

% GUEST CHECK &
Table Na: Die

Qrder No oo: 11649

Date 2 30/03/2018 #8 8:13 PM
Cashier : ORDER LOGIN

Waiter :

FRA OH <

Qty TEs RM

44% Dine In 44h
1 Tiger 2 Bucket - HH 95.80 SR
2 Tiger Bucket- HH

1 Chicken wings 22.69 SR
i French Fries 12.00 SR

1) Tiger Bucket- HH 30.00 SR

4 Sublotal 179,80
GST 26%: 1.74
Rounding Ad} o.G4
Net Total 189.75

~ 4% 50/03/2019 Liekt PM eke --

Tax Summary Amount Tax
SR:GST 6% 179.0% 16.74

THANK YOU, PLEASE COME AGAIN
Geods Sold Are Non Refundeble

&
"
X51005441398.jpg,BREWERY TAF,30/03/2018,189.75,GST 26%: 1.74 | SR:GST 6% 179.0% 16.74,"BREWERY TAF
Owner by Castle Blue S/B
(1835683-T}

GST Na : @82198047260
fvtivo Plaza,Lot B-F-11, Block B
Nelwdalan PU 9/1,D’sara Avevue

Bandar Sri Disara, S2006 KL
TEL: +603-62529219

% GUEST CHECK &
Table Na: Die

Qrder No oo: 11649

Date 2 30/03/2018 #8 8:13 PM
Cashier : ORDER LOGIN

Waiter :

FRA OH <

Qty TEs RM

44% Dine In 44h
1 Tiger 2 Bucket - HH 95.80 SR
2 Tiger Bucket- HH

1 Chicken wings 22.69 SR
i French Fries 12.00 SR

1) Tiger Bucket- HH 30.00 SR

4 Sublotal 179,80
GST 26%: 1.74
Rounding Ad} o.G4
Net Total 189.75

~ 4% 50/03/2019 Liekt PM eke --

Tax Summary Amount Tax
SR:GST 6% 179.0% 16.74

THANK YOU, PLEASE COME AGAIN
Geods Sold Are Non Refundeble

&
"
X51005441401.jpg,HREE STOOGES,12/03/2018,343.95,1 HH GUINESS 12 GLASSES 160.00 | 1 HH TIGER 12 GLASSES 145.00 | GST 6% 19.47 | ROUNDING ADJ -0.02 | SR GS: fk 324.50,"HREE STOOGES
BISTRO & CAFE
109, SS21/1A,
DAMANSARA UTAMA

GST ID : 001661886464

‘ABLE : BAR 7
ORDER : 00012916

BIZDATE: 12/03/2018
CASHIER: CASHIER

BILL DT: 12/03/2018 10:25:49 PM RM
Qvy ITEM AMUUN]
1 HH GUINESS 12 GLASSES 160.00
1 HH TIGER 12 GLASSES 145.00
2 SUB TOTAL 295.00
SERVICE CHARGE 10% 29,50
GST 6% 19.47
ROUNDING ADJ -0.02
hci TOTAL 343.95
faa © Amount an
SVC oFAViOL GiAnuc iu 295 .00 i)
SR GS: fk 324.50

Thank | eA K
"
X51005441401.jpg,HREE STOOGES,12/03/2018,343.95,1 HH GUINESS 12 GLASSES 160.00 | 1 HH TIGER 12 GLASSES 145.00 | GST 6% 19.47 | ROUNDING ADJ -0.02 | SR GS: fk 324.50,"HREE STOOGES
BISTRO & CAFE
109, SS21/1A,
DAMANSARA UTAMA

GST ID : 001661886464

‘ABLE : BAR 7
ORDER : 00012916

BIZDATE: 12/03/2018
CASHIER: CASHIER

BILL DT: 12/03/2018 10:25:49 PM RM
Qvy ITEM AMUUN]
1 HH GUINESS 12 GLASSES 160.00
1 HH TIGER 12 GLASSES 145.00
2 SUB TOTAL 295.00
SERVICE CHARGE 10% 29,50
GST 6% 19.47
ROUNDING ADJ -0.02
hci TOTAL 343.95
faa © Amount an
SVC oFAViOL GiAnuc iu 295 .00 i)
SR GS: fk 324.50

Thank | eA K
"
X51005441402.jpg,THREE STOOGES,03/03/2018,174.9,CHANGE 25.10 | SVC SERVICE CHARGE 10 150.00 18.00 | SR GST 6% 165.00 9.90,"THREE STOOGES
BISTRO & CAFE
109, 8821/14,
DAMANSARA UTAMA

GST ID : 0016861886464

TAX INVOICE
TABLE 7

INV NOs POSO1/O000123/3
INV DATE: 03/03/2018
CASHIER: CASHIER

INV DT: 03/03/2018 10:58:51 PM Rit
QTY ITEM
1 HH GUINESS 12 GLASSES
1 SUB TOTAL 169,00
SERVICE CHARGE 10% 16 0)
GST 6%
NET TOTAL 174.9
CASH “00
CHANGE 25.10
Tax Summary Amount Tax
SVC SERVICE CHARGE 10 150.00 18.00
SR GST 6% 165.00 9.90

Thank You. Plz Come Again
"
X51005441402.jpg,THREE STOOGES,03/03/2018,174.9,CHANGE 25.10 | SVC SERVICE CHARGE 10 150.00 18.00 | SR GST 6% 165.00 9.90,"THREE STOOGES
BISTRO & CAFE
109, 8821/14,
DAMANSARA UTAMA

GST ID : 0016861886464

TAX INVOICE
TABLE 7

INV NOs POSO1/O000123/3
INV DATE: 03/03/2018
CASHIER: CASHIER

INV DT: 03/03/2018 10:58:51 PM Rit
QTY ITEM
1 HH GUINESS 12 GLASSES
1 SUB TOTAL 169,00
SERVICE CHARGE 10% 16 0)
GST 6%
NET TOTAL 174.9
CASH “00
CHANGE 25.10
Tax Summary Amount Tax
SVC SERVICE CHARGE 10 150.00 18.00
SR GST 6% 165.00 9.90

Thank You. Plz Come Again
"
X51005441407.jpg,Geoventure,,,,"Geoventure
Taste Of The World Sdn Bhd
965857-A
Lot 38, 39 101 Boulevard,
Jalan Kenari 5, Bandar Puchong Jaya,
47170 Puchong. Selangor
TEL: 03 - 8079 0255
GST REG NO: 000136577024
RESERVATION NO: 010 - /745055
SIMPLIFIED TAX INVOICE

Invoice © 681355 Cashier NINI
POS No 1 Pax 0
Date 63/2018 22:52:33

Table No : 038
(TEM QTY UP CRM)DISG Os) AML+GST (RM

S Tiger Bucket
GTGO2 1 55. 00 0+0 68 30

S Service Chrg(inel GST 6%) RM 5 83
Total Sales(Incl GST 6%) RM 64 13

Rounding Adjustment RM 0 62
TOTAL RM 64. 15
CASH RM 100. 00
CHANGE RM 35. 85
Main |tem Count 1
Tota! Discount RM 0 00
GST Summa: y Amount (RM) Tax (RM)
S 6% 60. 50 3. 63
Zz Ov 0 00 0. 00

K
"
X51005441407.jpg,Geoventure,,,,"Geoventure
Taste Of The World Sdn Bhd
965857-A
Lot 38, 39 101 Boulevard,
Jalan Kenari 5, Bandar Puchong Jaya,
47170 Puchong. Selangor
TEL: 03 - 8079 0255
GST REG NO: 000136577024
RESERVATION NO: 010 - /745055
SIMPLIFIED TAX INVOICE

Invoice © 681355 Cashier NINI
POS No 1 Pax 0
Date 63/2018 22:52:33

Table No : 038
(TEM QTY UP CRM)DISG Os) AML+GST (RM

S Tiger Bucket
GTGO2 1 55. 00 0+0 68 30

S Service Chrg(inel GST 6%) RM 5 83
Total Sales(Incl GST 6%) RM 64 13

Rounding Adjustment RM 0 62
TOTAL RM 64. 15
CASH RM 100. 00
CHANGE RM 35. 85
Main |tem Count 1
Tota! Discount RM 0 00
GST Summa: y Amount (RM) Tax (RM)
S 6% 60. 50 3. 63
Zz Ov 0 00 0. 00

K
"
X51005441408.jpg,32 PUB & BISTRO own by CNU TRADING,10-03-2018,,"SR (@ 6%) 71.95, 10.15","32 PUB & BISTRO own by CNU TRADING
78, JALAN SS21/62,
DAMANSARA UTAMA,
47400 PETALING JAYA.
(GST Reg. No : 000416321536)

Tax Invoice

Table 5

INV No. 504233 Pax(s): 0
Date +: 10-03-2018 23:03:06
Cashier: CHEN
Descr int ion aty U.price Total TAX
HEINEKE N (5 BT i)

2% 36.00 190. 00 §k

Total a st):
GST Payable:
Total (Inclusive of GST):

TOTAL: ©

Clcesa: 0 11-03-2018 00: 92: 02
Server: CHEN

CASH : 200. 00
CHANGE : 10. 00
GST Summary Anount (RM). Tae (RM)
SR (@ 6%) 71.95, 10.15

kK

KKK Tanke You kx
~ Dia A.

"
